data_source,prompt,ability,reward_model,extra_info
SpatialCLI-Train,"[{'role': 'user', 'content': '<image>\nConsider the wooden side table and the large beige armchair. Which side of the wooden side table is visible to the camera, which of the two objects is closer to the camera, and do their 2D bounding boxes overlap horizontally in the image?\nOptions:\nA: The left side is visible, the armchair is closer, and their 2D bounding boxes overlap horizontally.\nB: The left side is visible, the side table is closer, and their 2D bounding boxes overlap horizontally.\nC: The right side is visible, the armchair is closer, and their 2D bounding boxes overlap horizontally.\nD: The front side is visible, the side table is closer, and their 2D bounding boxes do not overlap horizontally.\nE: The front side is visible, the armchair is closer, and their 2D bounding boxes overlap horizontally.\nF: The left side is visible, the armchair is closer, and their 2D bounding boxes do not overlap horizontally.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'A', 'style': 'rule'}","{'index': 10, 'record_id': 'refspatial-3D-vacant_qa-1e821283eaeb43e0', 'source_dataset': 'refspatial', 'source_type': '3D/vacant_qa', 'answer': 'A', 'required_capabilities': 'GDP', 'difficulty_bucket': 'medium', 'num_images': 1, 'num_options': 6, 'question': 'Consider the wooden side table and the large beige armchair. Which side of the wooden side table is visible to the camera, which of the two objects is closer to the camera, and do their 2D bounding boxes overlap horizontally in the image?\nOptions:\nA: The left side is visible, the armchair is closer, and their 2D bounding boxes overlap horizontally.\nB: The left side is visible, the side table is closer, and their 2D bounding boxes overlap horizontally.\nC: The right side is visible, the armchair is closer, and their 2D bounding boxes overlap horizontally.\nD: The front side is visible, the side table is closer, and their 2D bounding boxes do not overlap horizontally.\nE: The front side is visible, the armchair is closer, and their 2D bounding boxes overlap horizontally.\nF: The left side is visible, the armchair is closer, and their 2D bounding boxes do not overlap horizontally.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
SpatialCLI-Train,"[{'role': 'user', 'content': '<image><image>\nBased on the provided images, which object is closer to the camera in the first image, and what was the camera\'s movement to capture the second image?\nOptions:\nA: The light green slide sandal is closer; the camera moved forward-left and its view rotated right.\nB: The black remote control is closer; the camera moved forward-left and its view rotated right.\nC: The light green slide sandal is closer; the camera moved forward-right and its view rotated left.\nD: The black remote control is closer; the camera moved forward-left and its view rotated left.\nE: The black remote control is closer; the camera moved forward-right and its view rotated left.\nF: The light green slide sandal is closer; the camera moved forward-left and its view rotated left.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'F', 'style': 'rule'}","{'index': 11, 'record_id': 'mindcube-bench-475bb7aee20e2683', 'source_dataset': 'mindcube', 'source_type': 'MindCubeBench', 'answer': 'F', 'required_capabilities': 'DP', 'difficulty_bucket': 'hard', 'num_images': 2, 'num_options': 6, 'question': 'Based on the provided images, which object is closer to the camera in the first image, and what was the camera\'s movement to capture the second image?\nOptions:\nA: The light green slide sandal is closer; the camera moved forward-left and its view rotated right.\nB: The black remote control is closer; the camera moved forward-left and its view rotated right.\nC: The light green slide sandal is closer; the camera moved forward-right and its view rotated left.\nD: The black remote control is closer; the camera moved forward-left and its view rotated left.\nE: The black remote control is closer; the camera moved forward-right and its view rotated left.\nF: The light green slide sandal is closer; the camera moved forward-left and its view rotated left.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
SpatialCLI-Train,"[{'role': 'user', 'content': '<image><image>\nBetween the white TV cabinet in the first image and the brown sofa in the second image, which object is located closer to the camera, and in what direction did the camera translate from the first view to the second?\nOptions:\nA: The white TV cabinet is closer, and the camera translated backward-right.\nB: The brown sofa is closer, and the camera translated backward-right.\nC: The white TV cabinet is closer, and the camera translated forward-right.\nD: The brown sofa is closer, and the camera translated forward-right.\nE: The white TV cabinet is closer, and the camera translated forward-left.\nF: The brown sofa is closer, and the camera translated forward-left.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'C', 'style': 'rule'}","{'index': 12, 'record_id': 'mindcube-bench-bb3fee29a0d09c24', 'source_dataset': 'mindcube', 'source_type': 'MindCubeBench', 'answer': 'C', 'required_capabilities': 'DP', 'difficulty_bucket': 'easy', 'num_images': 2, 'num_options': 6, 'question': 'Between the white TV cabinet in the first image and the brown sofa in the second image, which object is located closer to the camera, and in what direction did the camera translate from the first view to the second?\nOptions:\nA: The white TV cabinet is closer, and the camera translated backward-right.\nB: The brown sofa is closer, and the camera translated backward-right.\nC: The white TV cabinet is closer, and the camera translated forward-right.\nD: The brown sofa is closer, and the camera translated forward-right.\nE: The white TV cabinet is closer, and the camera translated forward-left.\nF: The brown sofa is closer, and the camera translated forward-left.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
SpatialCLI-Train,"[{'role': 'user', 'content': '<image><image>\nComparing the white sneaker shown in both images, in which image is it closer to the camera, and what was the camera\'s position translation direction from the first image to the second?\nOptions:\nA: Closer in the second image; backward-left\nB: Closer in the second image; forward-right\nC: Closer in the first image; forward-left\nD: Closer in the second image; forward-left\nE: Closer in the first image; forward-right\nF: Closer in the first image; backward-left\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'D', 'style': 'rule'}","{'index': 13, 'record_id': 'mindcube-bench-97180f3337222a64', 'source_dataset': 'mindcube', 'source_type': 'MindCubeBench', 'answer': 'D', 'required_capabilities': 'DP', 'difficulty_bucket': 'hard', 'num_images': 2, 'num_options': 6, 'question': 'Comparing the white sneaker shown in both images, in which image is it closer to the camera, and what was the camera\'s position translation direction from the first image to the second?\nOptions:\nA: Closer in the second image; backward-left\nB: Closer in the second image; forward-right\nC: Closer in the first image; forward-left\nD: Closer in the second image; forward-left\nE: Closer in the first image; forward-right\nF: Closer in the first image; backward-left\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
SpatialCLI-Train,"[{'role': 'user', 'content': '<image><image>\nBased on the first image, which object is closer to the camera: the round black container or the small bottle with purple liquid? Additionally, in what direction did the camera\'s position translate to capture the second image?\nOptions:\nA: The round black container is closer, and the camera translated forward-right.\nB: The small bottle with purple liquid is closer, and the camera translated forward-right.\nC: The small bottle with purple liquid is closer, and the camera translated backward-left.\nD: The round black container is closer, and the camera translated backward-left.\nE: The round black container is closer, and the camera translated forward-left.\nF: The small bottle with purple liquid is closer, and the camera translated forward-left.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'A', 'style': 'rule'}","{'index': 14, 'record_id': 'mindcube-bench-371d237d5bc1bd36', 'source_dataset': 'mindcube', 'source_type': 'MindCubeBench', 'answer': 'A', 'required_capabilities': 'DP', 'difficulty_bucket': 'medium', 'num_images': 2, 'num_options': 6, 'question': 'Based on the first image, which object is closer to the camera: the round black container or the small bottle with purple liquid? Additionally, in what direction did the camera\'s position translate to capture the second image?\nOptions:\nA: The round black container is closer, and the camera translated forward-right.\nB: The small bottle with purple liquid is closer, and the camera translated forward-right.\nC: The small bottle with purple liquid is closer, and the camera translated backward-left.\nD: The round black container is closer, and the camera translated backward-left.\nE: The round black container is closer, and the camera translated forward-left.\nF: The small bottle with purple liquid is closer, and the camera translated forward-left.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
SpatialCLI-Train,"[{'role': 'user', 'content': '<image>\nWhich of the following statements correctly describes the relative position and distance of the blue metal clamp and the red and white milk carton?\nOptions:\nA: The blue metal clamp is higher in the image and closer to the camera.\nB: The red and white milk carton is higher in the image and further from the camera.\nC: The red and white milk carton is lower in the image and further from the camera.\nD: The blue metal clamp is higher in the image and further from the camera.\nE: The red and white milk carton is higher in the image and closer to the camera.\nF: The blue metal clamp is lower in the image and further from the camera.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'D', 'style': 'rule'}","{'index': 15, 'record_id': 'bopask-trajectory-fac5b10622801d48', 'source_dataset': 'bopask', 'source_type': 'Trajectory', 'answer': 'D', 'required_capabilities': 'GD', 'difficulty_bucket': 'easy', 'num_images': 1, 'num_options': 6, 'question': 'Which of the following statements correctly describes the relative position and distance of the blue metal clamp and the red and white milk carton?\nOptions:\nA: The blue metal clamp is higher in the image and closer to the camera.\nB: The red and white milk carton is higher in the image and further from the camera.\nC: The red and white milk carton is lower in the image and further from the camera.\nD: The blue metal clamp is higher in the image and further from the camera.\nE: The red and white milk carton is higher in the image and closer to the camera.\nF: The blue metal clamp is lower in the image and further from the camera.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
SpatialCLI-Train,"[{'role': 'user', 'content': '<image><image>\nBased on the first image, where is the grey refrigerator located relative to the white computer mouse, and in which direction does the camera move to capture the second image?\nOptions:\nA: The refrigerator is to the left of the mouse; the camera moves forward-left.\nB: The refrigerator is to the right of the mouse; the camera moves forward-left.\nC: The refrigerator is to the left of the mouse; the camera moves backward-right.\nD: The refrigerator is to the left of the mouse; the camera moves forward-right.\nE: The refrigerator is to the right of the mouse; the camera moves forward-right.\nF: The refrigerator is to the right of the mouse; the camera moves backward-right.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'A', 'style': 'rule'}","{'index': 16, 'record_id': 'mindcube-bench-b01f78a4a8b6d8ef', 'source_dataset': 'mindcube', 'source_type': 'MindCubeBench', 'answer': 'A', 'required_capabilities': 'GP', 'difficulty_bucket': 'easy', 'num_images': 2, 'num_options': 6, 'question': 'Based on the first image, where is the grey refrigerator located relative to the white computer mouse, and in which direction does the camera move to capture the second image?\nOptions:\nA: The refrigerator is to the left of the mouse; the camera moves forward-left.\nB: The refrigerator is to the right of the mouse; the camera moves forward-left.\nC: The refrigerator is to the left of the mouse; the camera moves backward-right.\nD: The refrigerator is to the left of the mouse; the camera moves forward-right.\nE: The refrigerator is to the right of the mouse; the camera moves forward-right.\nF: The refrigerator is to the right of the mouse; the camera moves backward-right.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
SpatialCLI-Train,"[{'role': 'user', 'content': '<image><image>\nWhen comparing the camera\'s pose in the first image to its pose in the second image, what is its translation and view rotation direction, and in the first image, which object is closer to the camera: the cardboard box with the Amazon logo or the black office chair?\nOptions:\nA: The camera translation was backward-left and its rotation was left; the cardboard box is closer.\nB: The camera translation was forward-left and its rotation was left; the cardboard box is closer.\nC: The camera translation was backward-left and its rotation was left; the office chair is closer.\nD: The camera translation was forward-right and its rotation was right; the office chair is closer.\nE: The camera translation was forward-right and its rotation was right; the cardboard box is closer.\nF: The camera translation was forward-left and its rotation was left; the office chair is closer.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'E', 'style': 'rule'}","{'index': 17, 'record_id': 'mindcube-bench-acfa102b7255f8f8', 'source_dataset': 'mindcube', 'source_type': 'MindCubeBench', 'answer': 'E', 'required_capabilities': 'DP', 'difficulty_bucket': 'medium', 'num_images': 2, 'num_options': 6, 'question': 'When comparing the camera\'s pose in the first image to its pose in the second image, what is its translation and view rotation direction, and in the first image, which object is closer to the camera: the cardboard box with the Amazon logo or the black office chair?\nOptions:\nA: The camera translation was backward-left and its rotation was left; the cardboard box is closer.\nB: The camera translation was forward-left and its rotation was left; the cardboard box is closer.\nC: The camera translation was backward-left and its rotation was left; the office chair is closer.\nD: The camera translation was forward-right and its rotation was right; the office chair is closer.\nE: The camera translation was forward-right and its rotation was right; the cardboard box is closer.\nF: The camera translation was forward-left and its rotation was left; the office chair is closer.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
SpatialCLI-Train,"[{'role': 'user', 'content': '<image><image>\nBased on the first image, compare the black bag with white text and the black leather couch. Which object is closer to the camera, which object is located further to the left in the image, and what is the direction of the camera\'s translation from the first to the second image?\nOptions:\nA: The black leather couch is closer, the black leather couch is further to the left, and the camera moved forward-right.\nB: The black bag with white text is closer, the black leather couch is further to the left, and the camera moved backward-right.\nC: The black bag with white text is closer, the black bag with white text is further to the left, and the camera moved forward-right.\nD: The black bag with white text is closer, the black leather couch is further to the left, and the camera moved forward-left.\nE: The black leather couch is closer, the black bag with white text is further to the left, and the camera moved forward-left.\nF: The black bag with white text is closer, the black leather couch is further to the left, and the camera moved forward-right.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'F', 'style': 'rule'}","{'index': 18, 'record_id': 'mindcube-bench-07112252dd6431c0', 'source_dataset': 'mindcube', 'source_type': 'MindCubeBench', 'answer': 'F', 'required_capabilities': 'GDP', 'difficulty_bucket': 'hard', 'num_images': 2, 'num_options': 6, 'question': 'Based on the first image, compare the black bag with white text and the black leather couch. Which object is closer to the camera, which object is located further to the left in the image, and what is the direction of the camera\'s translation from the first to the second image?\nOptions:\nA: The black leather couch is closer, the black leather couch is further to the left, and the camera moved forward-right.\nB: The black bag with white text is closer, the black leather couch is further to the left, and the camera moved backward-right.\nC: The black bag with white text is closer, the black bag with white text is further to the left, and the camera moved forward-right.\nD: The black bag with white text is closer, the black leather couch is further to the left, and the camera moved forward-left.\nE: The black leather couch is closer, the black bag with white text is further to the left, and the camera moved forward-left.\nF: The black bag with white text is closer, the black leather couch is further to the left, and the camera moved forward-right.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
SpatialCLI-Train,"[{'role': 'user', 'content': '<image><image>\nExamine the first image and find the glass bottle with yellow liquid and the red and metal ashtray. Identify which of these two objects is located further to the left. Compared to the other object, is this leftmost object closer to or further from the camera, and in what direction did the camera translate to capture the second image?\nOptions:\nA: Closer to the camera; the camera translated backward-right.\nB: Closer to the camera; the camera translated forward-right.\nC: Further from the camera; the camera translated forward-right.\nD: Closer to the camera; the camera translated forward-left.\nE: Further from the camera; the camera translated forward-left.\nF: Further from the camera; the camera translated backward-right.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'C', 'style': 'rule'}","{'index': 19, 'record_id': 'mindcube-bench-c5e2915692409b93', 'source_dataset': 'mindcube', 'source_type': 'MindCubeBench', 'answer': 'C', 'required_capabilities': 'GDP', 'difficulty_bucket': 'easy', 'num_images': 2, 'num_options': 6, 'question': 'Examine the first image and find the glass bottle with yellow liquid and the red and metal ashtray. Identify which of these two objects is located further to the left. Compared to the other object, is this leftmost object closer to or further from the camera, and in what direction did the camera translate to capture the second image?\nOptions:\nA: Closer to the camera; the camera translated backward-right.\nB: Closer to the camera; the camera translated forward-right.\nC: Further from the camera; the camera translated forward-right.\nD: Closer to the camera; the camera translated forward-left.\nE: Further from the camera; the camera translated forward-left.\nF: Further from the camera; the camera translated backward-right.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
SpatialCLI-Train,"[{'role': 'user', 'content': '<image>\nConsidering the grey cap and the child in the yellow skirt, which object is closer to the camera, which is located further to the right in the image, and which side of the child is visible?\nOptions:\nA: The grey cap is closer, the child is further to the right, and the child\'s left side is visible.\nB: The child is closer, the grey cap is further to the right, and the child\'s left side is visible.\nC: The child is closer, the grey cap is further to the right, and the child\'s right side is visible.\nD: The child is closer, the child is further to the right, and the child\'s left side is visible.\nE: The grey cap is closer, the grey cap is further to the right, and the child\'s right side is visible.\nF: The grey cap is closer, the grey cap is further to the right, and the child\'s left side is visible.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'F', 'style': 'rule'}","{'index': 20, 'record_id': 'refspatial-2D-reasoning_template_qa-72ed0d1315fbfd96', 'source_dataset': 'refspatial', 'source_type': '2D/reasoning_template_qa', 'answer': 'F', 'required_capabilities': 'GDP', 'difficulty_bucket': 'medium', 'num_images': 1, 'num_options': 6, 'question': 'Considering the grey cap and the child in the yellow skirt, which object is closer to the camera, which is located further to the right in the image, and which side of the child is visible?\nOptions:\nA: The grey cap is closer, the child is further to the right, and the child\'s left side is visible.\nB: The child is closer, the grey cap is further to the right, and the child\'s left side is visible.\nC: The child is closer, the grey cap is further to the right, and the child\'s right side is visible.\nD: The child is closer, the child is further to the right, and the child\'s left side is visible.\nE: The grey cap is closer, the grey cap is further to the right, and the child\'s right side is visible.\nF: The grey cap is closer, the grey cap is further to the right, and the child\'s left side is visible.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
SpatialCLI-Train,"[{'role': 'user', 'content': '<image><image>\nBased on the first image, which object is situated lower in the frame: the silver lever door handle or the wooden knife block? Additionally, in what direction does the camera\'s position translate when transitioning from the first image to the second image?\nOptions:\nA: The silver lever door handle is lower; the camera translates backward-right.\nB: The wooden knife block is lower; the camera translates forward-right.\nC: The wooden knife block is lower; the camera translates forward-left.\nD: The silver lever door handle is lower; the camera translates forward-right.\nE: The wooden knife block is lower; the camera translates backward-right.\nF: The silver lever door handle is lower; the camera translates forward-left.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'D', 'style': 'rule'}","{'index': 21, 'record_id': 'refspatial-3D-multi_view_qa-0d8cbfb7326269bf', 'source_dataset': 'refspatial', 'source_type': '3D/multi_view_qa', 'answer': 'D', 'required_capabilities': 'GP', 'difficulty_bucket': 'hard', 'num_images': 2, 'num_options': 6, 'question': 'Based on the first image, which object is situated lower in the frame: the silver lever door handle or the wooden knife block? Additionally, in what direction does the camera\'s position translate when transitioning from the first image to the second image?\nOptions:\nA: The silver lever door handle is lower; the camera translates backward-right.\nB: The wooden knife block is lower; the camera translates forward-right.\nC: The wooden knife block is lower; the camera translates forward-left.\nD: The silver lever door handle is lower; the camera translates forward-right.\nE: The wooden knife block is lower; the camera translates backward-right.\nF: The silver lever door handle is lower; the camera translates forward-left.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
SpatialCLI-Train,"[{'role': 'user', 'content': '<image><image>\nIn the first image, which object is positioned closer to the bottom edge of the frame, and what is the camera\'s translation direction from the first image to the second image?\nOptions:\nA: The blue toy jet; forward-left\nB: The white pill-shaped case; forward-left\nC: The blue toy jet; backward-left\nD: The white pill-shaped case; backward-left\nE: The white pill-shaped case; forward-right\nF: The blue toy jet; forward-right\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'E', 'style': 'rule'}","{'index': 22, 'record_id': 'mindcube-bench-7654b677b7773656', 'source_dataset': 'mindcube', 'source_type': 'MindCubeBench', 'answer': 'E', 'required_capabilities': 'GP', 'difficulty_bucket': 'easy', 'num_images': 2, 'num_options': 6, 'question': 'In the first image, which object is positioned closer to the bottom edge of the frame, and what is the camera\'s translation direction from the first image to the second image?\nOptions:\nA: The blue toy jet; forward-left\nB: The white pill-shaped case; forward-left\nC: The blue toy jet; backward-left\nD: The white pill-shaped case; backward-left\nE: The white pill-shaped case; forward-right\nF: The blue toy jet; forward-right\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
SpatialCLI-Train,"[{'role': 'user', 'content': '<image>\nBetween the digital camera and the white desk lamp, which object is located lower in the image, is it closer to or further from the viewer than the other object, and which side of this lower object is visible?\nOptions:\nA: The white desk lamp is lower, further from the viewer, and its right side is visible.\nB: The digital camera is lower, closer to the viewer, and its left side is visible.\nC: The white desk lamp is lower, closer to the viewer, and its right side is visible.\nD: The digital camera is lower, further from the viewer, and its right side is visible.\nE: The digital camera is lower, closer to the viewer, and its right side is visible.\nF: The white desk lamp is lower, further from the viewer, and its left side is visible.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'E', 'style': 'rule'}","{'index': 23, 'record_id': 'bopask-trajectory-2ce5066210702513', 'source_dataset': 'bopask', 'source_type': 'Trajectory', 'answer': 'E', 'required_capabilities': 'GDP', 'difficulty_bucket': 'easy', 'num_images': 1, 'num_options': 6, 'question': 'Between the digital camera and the white desk lamp, which object is located lower in the image, is it closer to or further from the viewer than the other object, and which side of this lower object is visible?\nOptions:\nA: The white desk lamp is lower, further from the viewer, and its right side is visible.\nB: The digital camera is lower, closer to the viewer, and its left side is visible.\nC: The white desk lamp is lower, closer to the viewer, and its right side is visible.\nD: The digital camera is lower, further from the viewer, and its right side is visible.\nE: The digital camera is lower, closer to the viewer, and its right side is visible.\nF: The white desk lamp is lower, further from the viewer, and its left side is visible.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
SpatialCLI-Train,"[{'role': 'user', 'content': '<image><image>\nBased on the first image, which object is closer to the camera: the toothbrush or the yellow balloon with a drawn face? Additionally, between the first and second images, what are the directions of the camera\'s translation and view rotation?\nOptions:\nA: The yellow balloon is closer; the camera translated forward-right and rotated its view to the right.\nB: The yellow balloon is closer; the camera translated forward-left and rotated its view to the left.\nC: The toothbrush is closer; the camera translated forward-right and rotated its view to the right.\nD: The yellow balloon is closer; the camera translated backward-right and rotated its view to the left.\nE: The toothbrush is closer; the camera translated forward-left and rotated its view to the left.\nF: The toothbrush is closer; the camera translated backward-right and rotated its view to the left.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.'}]",SpatialCLI-Train,"{'ground_truth': 'E', 'style': 'rule'}","{'index': 24, 'record_id': 'mindcube-bench-256ef6dc01b25ccd', 'source_dataset': 'mindcube', 'source_type': 'MindCubeBench', 'answer': 'E', 'required_capabilities': 'DP', 'difficulty_bucket': 'hard', 'num_images': 2, 'num_options': 6, 'question': 'Based on the first image, which object is closer to the camera: the toothbrush or the yellow balloon with a drawn face? Additionally, between the first and second images, what are the directions of the camera\'s translation and view rotation?\nOptions:\nA: The yellow balloon is closer; the camera translated forward-right and rotated its view to the right.\nB: The yellow balloon is closer; the camera translated forward-left and rotated its view to the left.\nC: The toothbrush is closer; the camera translated forward-right and rotated its view to the right.\nD: The yellow balloon is closer; the camera translated backward-right and rotated its view to the left.\nE: The toothbrush is closer; the camera translated forward-left and rotated its view to the left.\nF: The toothbrush is closer; the camera translated backward-right and rotated its view to the left.\nBefore choosing, briefly state the relevant facts and verify every clause of the selected option against all evidence available during solving. For any depth observations, smaller values mean closer; do not retain an earlier visual guess after receiving stronger evidence. Please show your choice in the answer field with only the choice letter, e.g., {""answer"": ""C""}.', 'split': 'bench'}"
